componentInstanceURI,componentStemURI,instrumentSlotURI,slotNumber,instrumentInstanceURI,instrumentLabel,componentEvidenceName,inferenceSource,oldLabel,newLabel
pmsr:CPI5911034604460,pmsr:/COM9211bdcfaf513cb3f,pmsr:/INS1740143878244085/CTS/0003,0003,pmsr:INI1784603367446,Simulador Obstetrícia SN:050006,Obstetric Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador Obstetrícia SN:050006,Interaction event detector for tracking learner actions for Simulador Obstetrícia SN:050006
pmsr:CPI4344866762431,pmsr:/COM9e04a1dac669f072d,pmsr:/INS1740143878244085/CTS/0004,0004,pmsr:INI1784603367446,Simulador Obstetrícia SN:050006,Obstetric Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador Obstetrícia SN:050006,Airway pressure detector for monitoring ventilation pressure for Simulador Obstetrícia SN:050006
pmsr:CPI8755987419335,pmsr:/COM925a48e7dda68b904,pmsr:/INS1740143878244085/CTS/0005,0005,pmsr:INI1784603367446,Simulador Obstetrícia SN:050006,Obstetric Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador Obstetrícia SN:050006,Pulse rate detector for monitoring cardiovascular response for Simulador Obstetrícia SN:050006
pmsr:CPI4682767045221,pmsr:/COM1738099771423295,pmsr:/INS1739823398493725/CTS/0001,0001,pmsr:INI1784603367448,Simulador pediátrico SN:050007,Skill Guide Device  -- CB:EMPTY,manual-precise-correction-18-rows,Guidance interface module for learner feedback and procedural support for Simulador pediátrico SN:050007,Learner guidance status detector for procedural coaching workflow
pmsr:CPI5430232137852,pmsr:/COM1738100153764155,pmsr:/INS1739823398493725/CTS/0002,0002,pmsr:INI1784603367448,Simulador pediátrico SN:050007,SimPad Device  -- CB:EMPTY,manual-precise-correction-18-rows,Simulation control interface module for scenario orchestration for Simulador pediátrico SN:050007,Scenario control actuator for simulation state orchestration
pmsr:CPI3029410238628,pmsr:/COM1738187586682545,pmsr:/INS1739823398493725/CTS/0003,0003,pmsr:INI1784603367448,Simulador pediátrico SN:050007,Electrode  -- CB:Eletrodes Adult,manual-precise-correction-18-rows,Electrode module for electrical signal interface and detection for Simulador pediátrico SN:050007,Adult electrode signal detector for interaction event monitoring
pmsr:CPI8253363670981,pmsr:/COM1738187818694655,pmsr:/INS1739823398493725/CTS/0004,0004,pmsr:INI1784603367448,Simulador pediátrico SN:050007,Electrode  -- CB:Eletrodes Pediatric,manual-precise-correction-18-rows,Electrode module for electrical signal interface and detection for Simulador pediátrico SN:050007,Pediatric electrode signal detector for airway pressure event monitoring
pmsr:CPI5957943298082,pmsr:/COM1738188452521625,pmsr:/INS1739823398493725/CTS/0005,0005,pmsr:INI1784603367448,Simulador pediátrico SN:050007,DAE Trainer  -- CB:EMPTY,manual-precise-correction-18-rows,Defibrillation training module for AED interaction practice for Simulador pediátrico SN:050007,Pulse rate detector for AED training response monitoring
pmsr:CPI3337565838274,pmsr:/COM1739399134970895,pmsr:/INS1739823398493725/CTS/0006,0006,pmsr:INI1784603367448,Simulador pediátrico SN:050007,Microphone  -- CB:EMPTY,manual-precise-correction-18-rows,Audio capture module for recording interaction and instruction context for Simulador pediátrico SN:050007,Applied force detector for procedural force feedback monitoring
pmsr:CPI6560357635601,pmsr:/COM17860549784666470,pmsr:/INS1739823398493725/CTS/0007,0007,pmsr:INI1784603367448,Simulador pediátrico SN:050007,,final-curated-fallback-function-only,Venous flashback detector for confirming vascular access events for Simulador pediátrico SN:050007,Venous flashback detector for vascular access confirmation
pmsr:CPI8798676528528,pmsr:/COM17860549784666520,pmsr:/INS1739823398493725/CTS/0008,0008,pmsr:INI1784603367448,Simulador pediátrico SN:050007,,final-curated-fallback-function-only,Procedure completion detector for validating successful procedure end state for Simulador pediátrico SN:050007,Procedure completion detector for simulation end-state validation
pmsr:CPI1906051113340,pmsr:/COM99b3a72b8d17baa57,pmsr:/INS1739823398493725/CTS/0009,0009,pmsr:INI1784603367448,Simulador pediátrico SN:050007,Laerdal Nursing Anne Mannequin Interaction Event Detector,component-evidence-name,Simulation support component for Simulador pediátrico SN:050007,Interaction event detector for tracking learner actions for Simulador pediátrico SN:050007
pmsr:CPI4125278443516,pmsr:/COM931d6340657316a0e,pmsr:/INS1739823398493725/CTS/0001,0001,pmsr:INI1784603367448,Simulador pediátrico SN:050007,Laerdal Nursing Anne Mannequin Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador pediátrico SN:050007,Airway pressure detector for monitoring ventilation pressure for Simulador pediátrico SN:050007
pmsr:CPI8112829865071,pmsr:/COM9ccf75d269b2b6120,pmsr:/INS1739823398493725/CTS/0001,0001,pmsr:INI1784603367448,Simulador pediátrico SN:050007,Laerdal Nursing Anne Mannequin Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador pediátrico SN:050007,Pulse rate detector for monitoring cardiovascular response for Simulador pediátrico SN:050007
pmsr:CPI8026585117633,pmsr:/COM17860549784667900,ncit:C16830/CTS/0001,0001,pmsr:INI1784603367449,Sistema de imagem e som (geral) SN:050008,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Sistema de imagem e som (geral) SN:050008,Primary state detector for simulator condition monitoring
pmsr:CPI6101360864416,pmsr:/COM17860549784667940,ncit:C16830/CTS/0002,0002,pmsr:INI1784603367449,Sistema de imagem e som (geral) SN:050008,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Sistema de imagem e som (geral) SN:050008,Primary response actuator for simulator state control
pmsr:CPI1175979813298,pmsr:/COM909d6d9cdb98cf3b5,ncit:C16830/CTS/0003,0003,pmsr:INI1784603367449,Sistema de imagem e som (geral) SN:050008,Medical Device Interaction Event Detector,component-evidence-name,Simulation support component for Sistema de imagem e som (geral) SN:050008,Interaction event detector for tracking learner actions for Sistema de imagem e som (geral) SN:050008
pmsr:CPI8154628295576,pmsr:/COM17860549784663750,pmsr:/INS1739287021517805/CTS/0001,0001,pmsr:INI1784603367450,Delsys SN:060001,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Delsys SN:060001,Primary state detector for simulator condition monitoring
pmsr:CPI4515978685422,pmsr:/COM17860549784663800,pmsr:/INS1739287021517805/CTS/0002,0002,pmsr:INI1784603367450,Delsys SN:060001,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Delsys SN:060001,Primary response actuator for simulator state control
pmsr:CPI8876106247382,pmsr:/COM99ce671ab8b1d5b03,pmsr:/INS1739287021517805/CTS/0003,0003,pmsr:INI1784603367450,Delsys SN:060001,Diagnostic Simulators Interaction Event Detector,component-evidence-name,Simulation support component for Delsys SN:060001,Interaction event detector for tracking learner actions for Delsys SN:060001
pmsr:CPI2079104613331,pmsr:/COM98e23d9aee3a31b34,pmsr:/INS1739287021517805/CTS/0004,0004,pmsr:INI1784603367450,Delsys SN:060001,Diagnostic Simulators Airway Pressure Detector,component-evidence-name,Simulation support component for Delsys SN:060001,Airway pressure detector for monitoring ventilation pressure for Delsys SN:060001
pmsr:CPI1299903247303,pmsr:/COM9ebbbd6c6cc5db4e8,pmsr:/INS1739287021517805/CTS/0005,0005,pmsr:INI1784603367450,Delsys SN:060001,Diagnostic Simulators Pulse Rate Detector,component-evidence-name,Simulation support component for Delsys SN:060001,Pulse rate detector for monitoring cardiovascular response for Delsys SN:060001
pmsr:CPI1323899458844,pmsr:/COM17860549784669200,pmsr:/INS1739303333850795/CTS/0001,0001,pmsr:INI1784603367453,Simulador adulto SN:060003,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador adulto SN:060003,Primary state detector for simulator condition monitoring
pmsr:CPI1708534717575,pmsr:/COM17860549784669250,pmsr:/INS1739303333850795/CTS/0002,0002,pmsr:INI1784603367453,Simulador adulto SN:060003,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador adulto SN:060003,Primary response actuator for simulator state control
pmsr:CPI4517682756754,pmsr:/COM90e709ed6a7da646e,pmsr:/INS1739303333850795/CTS/0003,0003,pmsr:INI1784603367453,Simulador adulto SN:060003,Oncology Care Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador adulto SN:060003,Interaction event detector for tracking learner actions for Simulador adulto SN:060003
pmsr:CPI3355756195827,pmsr:/COM93b9e9e42e8ce92e6,pmsr:/INS1739303333850795/CTS/0004,0004,pmsr:INI1784603367453,Simulador adulto SN:060003,Oncology Care Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador adulto SN:060003,Airway pressure detector for monitoring ventilation pressure for Simulador adulto SN:060003
pmsr:CPI6164703004778,pmsr:/COM9c53e672a8d78deb3,pmsr:/INS1739303333850795/CTS/0005,0005,pmsr:INI1784603367453,Simulador adulto SN:060003,Oncology Care Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador adulto SN:060003,Pulse rate detector for monitoring cardiovascular response for Simulador adulto SN:060003
pmsr:CPI5995297396264,pmsr:/COM17860549784668980,pmsr:/INS1740143878244085/CTS/0001,0001,pmsr:INI1784603367454,Simulador Obstétrico SN:060004,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador Obstétrico SN:060004,Primary state detector for simulator condition monitoring
pmsr:CPI3773142458908,pmsr:/COM17860549784669030,pmsr:/INS1740143878244085/CTS/0002,0002,pmsr:INI1784603367454,Simulador Obstétrico SN:060004,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador Obstétrico SN:060004,Primary response actuator for simulator state control
pmsr:CPI0673882685149,pmsr:/COM9211bdcfaf513cb3f,pmsr:/INS1740143878244085/CTS/0003,0003,pmsr:INI1784603367454,Simulador Obstétrico SN:060004,Obstetric Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador Obstétrico SN:060004,Interaction event detector for tracking learner actions for Simulador Obstétrico SN:060004
pmsr:CPI8796635723035,pmsr:/COM9e04a1dac669f072d,pmsr:/INS1740143878244085/CTS/0004,0004,pmsr:INI1784603367454,Simulador Obstétrico SN:060004,Obstetric Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador Obstétrico SN:060004,Airway pressure detector for monitoring ventilation pressure for Simulador Obstétrico SN:060004
pmsr:CPI9286816702969,pmsr:/COM925a48e7dda68b904,pmsr:/INS1740143878244085/CTS/0005,0005,pmsr:INI1784603367454,Simulador Obstétrico SN:060004,Obstetric Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador Obstétrico SN:060004,Pulse rate detector for monitoring cardiovascular response for Simulador Obstétrico SN:060004
pmsr:CPI1502300446945,pmsr:/COM17860549784668980,pmsr:/INS1740143878244085/CTS/0001,0001,pmsr:INI1784603367456,Simulador Obstétrico SN:060005,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador Obstétrico SN:060005,Primary state detector for simulator condition monitoring
pmsr:CPI2429747704895,pmsr:/COM17860549784669030,pmsr:/INS1740143878244085/CTS/0002,0002,pmsr:INI1784603367456,Simulador Obstétrico SN:060005,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador Obstétrico SN:060005,Primary response actuator for simulator state control
pmsr:CPI2782530476219,pmsr:/COM9211bdcfaf513cb3f,pmsr:/INS1740143878244085/CTS/0003,0003,pmsr:INI1784603367456,Simulador Obstétrico SN:060005,Obstetric Simulator Interaction Event Detector,component-evidence-name,Simulation support component for Simulador Obstétrico SN:060005,Interaction event detector for tracking learner actions for Simulador Obstétrico SN:060005
pmsr:CPI2504275787805,pmsr:/COM9e04a1dac669f072d,pmsr:/INS1740143878244085/CTS/0004,0004,pmsr:INI1784603367456,Simulador Obstétrico SN:060005,Obstetric Simulator Airway Pressure Detector,component-evidence-name,Simulation support component for Simulador Obstétrico SN:060005,Airway pressure detector for monitoring ventilation pressure for Simulador Obstétrico SN:060005
pmsr:CPI4990830563099,pmsr:/COM925a48e7dda68b904,pmsr:/INS1740143878244085/CTS/0005,0005,pmsr:INI1784603367456,Simulador Obstétrico SN:060005,Obstetric Simulator Pulse Rate Detector,component-evidence-name,Simulation support component for Simulador Obstétrico SN:060005,Pulse rate detector for monitoring cardiovascular response for Simulador Obstétrico SN:060005
pmsr:CPI0775821867129,pmsr:/COM17860549784668980,pmsr:/INS1740143878244085/CTS/0001,0001,pmsr:INI1784603367457,Simulador Obstétrico SN:060006,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Simulador Obstétrico SN:060006,Primary state detector for simulator condition monitoring
pmsr:CPI2562460323995,pmsr:/COM17860549784669030,pmsr:/INS1740143878244085/CTS/0002,0002,pmsr:INI1784603367457,Simulador Obstétrico SN:060006,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Simulador Obstétrico SN:060006,Primary response actuator for simulator state control
